"IRD_ID","IRD_VEH_ID","IRD_TRIP_ID","IRD_DEV_START_AT","IRD_DEV_END_AT","IRD_DEV_START_LOC","IRD_DEV_START_CITY","IRD_DEV_START_DIS","IRD_DEV_START_STATE","IRD_DEV_END_LOC","IRD_DEV_END_CITY","IRD_DEV_END_DIS","IRD_DEV_END_STATE","IRD_DEV_DUR_IN_MINS","IRD_DEV_CREATED_AT","IRD_DEV_CREATED_BY","IRD_DEV_UPDATED_AT","IRD_DEV_UPDATED_BY","IRD_DEV_MSG","IRD_IS_DONE","IS_CHECKED"
160779,"4920","0682067639","2015-10-09 08:59:46","2015-10-09 09:15:48","0.02 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",16,"2015-10-09 11:47:30","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160778,"7133","0682066892","2015-10-09 10:39:17","2015-10-09 10:44:53","0.18 Km. S From Avadhpur Sardar Nagar School","Chauri Chaura"," Gorakhpur","Uttar Pradesh","0.08 Km. S From Avadhpur Sardar Nagar School","Chauri Chaura"," Gorakhpur","Uttar Pradesh",5,"2015-10-09 11:45:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160777,"5096","0682066812","2015-10-09 10:50:34","2015-10-09 10:57:40","0.70 Km. E From Ganga Jyoti","Mulbagal"," Kolar","Karnataka","0.41 Km. SW From Hindustan Petroleum","Mulbagal"," Kolar","Karnataka",7,"2015-10-09 11:44:45","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160776,"3703","0682066671","2015-10-09 08:38:53","2015-10-09 08:45:29","0.11 Km. NE From Hyundai Service","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.12 Km. NE From Hyundai Service","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",6,"2015-10-09 11:43:28","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160775,"3703","0682066671","2015-10-09 08:28:55","2015-10-09 08:36:33","0.07 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",7,"2015-10-09 11:43:27","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160774,"1600","0682067783","2015-10-09 10:43:26","2015-10-09 11:13:00","0.27 Km. E From Elastometric Molding Lines","Delhi"," Delhi","Delhi","0.10 Km. NE  From Vijaya , Mangolpuri",", Mangolpuri;","  Mangolpuri;Delhi,Delhi","Delhi",29,"2015-10-09 11:40:23","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160773,"1967","0682067802","2015-10-09 09:12:02","2015-10-09 09:17:31","0.06 Km. E From PANIPAT TOP","Gharaunda"," Panipat","Haryana","0.07 Km. SW From PANIPAT TOP","Gharaunda"," Panipat","Haryana",5,"2015-10-09 11:39:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160772,"5217","0682067401","2015-10-09 09:31:40","2015-10-09 09:59:40","0.05 Km. W From Sante gate hosakote  jn","Hosakote"," Bangalore (Rural)","Karnataka","0.03 Km.  N From Masjid-E- Noor , B Narayanapura",", B Narayanapura;"," -E- Noor ,","E- Noor , B Narayanapura;Banglore,Banglore-Karnataka",28,"2015-10-09 11:38:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160771,"5991","0682067200","2015-10-09 09:28:17","2015-10-09 09:39:52","0.21 Km. SE From Indian Oil Corporation Ltd.","Hosakote"," Bangalore (Rural)","Karnataka","0.80 Km. E From Summer Palace","Hosakote"," Bangalore (Rural)","Karnataka",11,"2015-10-09 11:37:05","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160770,"1335","0682066941","2015-10-09 11:19:06","2015-10-09 11:26:10","0.22 Km. SE  From DDA Chief Engineering , Keren Lines",", Keren Lines;","  Keren Lines;Delhi,Delhi","Delhi","0.06 Km. S  From Akanksha , Motibagh North",", Motibagh North;","  Motibagh North;Delhi,Delhi","Delhi",7,"2015-10-09 11:36:15","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160769,"1335","0682066941","2015-10-09 10:45:03","2015-10-09 10:51:34","0.22 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.02 Km. E  From New Laxmi Sweets , Pushpanjali Farms",", Pushpanjali Farms;","  Pushpanjali Farms;Delhi,Delhi","Delhi",6,"2015-10-09 11:36:14","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160768,"7778","0682066478","2015-10-09 09:40:11","2015-10-09 09:46:47","0.04 Km. NE  From Mata , Naraina Indl Estate Phase I",", Naraina Indl Estate Phase I;","  Naraina Indl Estate Phase I;Delhi,Delhi","Delhi","0.07 Km. S  From Vikas Surya , New Moti Nagar",", New Moti Nagar;","  New Moti Nagar;Delhi,Delhi","Delhi",6,"2015-10-09 11:35:27","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160767,"7778","0682066478","2015-10-09 08:52:05","2015-10-09 08:57:39","0.08 Km. NE  From Shri Baba Balak Nath , Pushpanjali Farms",", Pushpanjali Farms;","  Pushpanjali Farms;Delhi,Delhi","Delhi","0.13 Km. W From Shiv Murti Petrol Pump","Delhi"," Delhi","Delhi",5,"2015-10-09 11:35:25","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160766,"7778","0682066478","2015-10-09 08:17:19","2015-10-09 08:30:21","0.29 Km. E From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.01 Km. NE From DELHI TERMINAL","Delhi"," Delhi","Delhi",13,"2015-10-09 11:35:24","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160765,"1616","0682068290","2015-10-09 09:32:25","2015-10-09 09:48:43","0.03 Km. SW From BATHINDA TERMINAL","Bathinda"," Bathinda","Punjab","0.18 Km. NW From BHARAT AUTO CARE","Bathinda"," Bathinda","Punjab",16,"2015-10-09 11:30:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160764,"5407","0682067635","2015-10-09 11:07:02","2015-10-09 11:18:53","1.31 Km. W From Marthoma Camp Centre","Dod Ballapur"," Bangalore (Rural)","Karnataka","0.02 Km. NE From Indian Oil Corporation Ltd.","Dod Ballapur"," Bangalore (Rural)","Karnataka",11,"2015-10-09 11:29:29","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160763,"3974","0682066441","2015-10-09 08:30:03","2015-10-09 08:41:04","0.03 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",11,"2015-10-09 11:28:28","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160762,"5368","0682066633","2015-10-09 10:04:19","2015-10-09 10:57:14","0.02 Km. N From Tin Factory Bus Stand NH 4","Banglore"," Banglore","Karnataka","0.04 Km. S From Bungee Jumping","Banglore"," Banglore","Karnataka",52,"2015-10-09 11:27:30","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160761,"2058","0682066545","2015-10-09 08:09:40","2015-10-09 08:28:48","0.09 Km. SE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.12 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",19,"2015-10-09 11:26:35","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160760,"7043","0682068341","2015-10-09 10:04:06","2015-10-09 10:11:01","0.01 Km. SE From KULLU DEPOT","Kullu"," Kullu","Himachal Pradesh","0.02 Km. S From Indian Oil Corporation Ltd.","Kullu"," Kullu","Himachal Pradesh",6,"2015-10-09 11:22:20","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160759,"7043","0682068341","2015-10-09 09:54:05","2015-10-09 10:02:05","0.00 Km. E From KULLU DEPOT","Kullu"," Kullu","Himachal Pradesh","0.03 Km. E From KULLU DEPOT","Kullu"," Kullu","Himachal Pradesh",8,"2015-10-09 11:22:19","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160758,"6184","0682068177","2015-10-09 09:22:39","2015-10-09 09:42:12","0.09 Km. NE From ROORKEE TOP","Roorkee"," Haridwar","Uttaranchal","0.09 Km. NE From ROORKEE TOP","Roorkee"," Haridwar","Uttaranchal",19,"2015-10-09 11:15:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160757,"2381","0682068210","2015-10-09 09:21:38","2015-10-09 09:28:09","0.22 Km. SW From REWARI TERMINAL","Rewari"," Rewari","Haryana","0.16 Km. W From REWARI TERMINAL","Rewari"," Rewari","Haryana",6,"2015-10-09 11:13:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160756,"7543","0682068048","2015-10-09 10:52:38","2015-10-09 11:02:09","0.25 Km. N From Rajput Motor Works","Ludhiana (West)"," Ludhiana","Punjab","0.08 Km. E From HIRA FILLING STATION -121","Ludhiana (West)"," -121;Ludhiana (West),","121;Ludhiana (West),Ludhiana-Punjab",9,"2015-10-09 11:13:02","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160755,"7543","0682068048","2015-10-09 09:18:57","2015-10-09 09:28:57","0.02 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.12 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",10,"2015-10-09 11:13:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160754,"1566","0682067842","2015-10-09 09:53:01","2015-10-09 10:10:02","0.18 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","1.63 Km. S From Billu Hardware Shop","Delhi"," Delhi","Delhi",17,"2015-10-09 11:12:15","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160753,"1566","0682067842","2015-10-09 09:11:29","2015-10-09 09:30:20","0.16 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.02 Km. NE From DELHI TERMINAL","Delhi"," Delhi","Delhi",18,"2015-10-09 11:12:14","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160752,"3191","0682067778","2015-10-09 10:17:11","2015-10-09 10:29:00","0.04 Km. S From DREAM LEISURE DESTINATIONS INDIA PVT LTD","Hapur"," Ghaziabad","Uttar Pradesh","0.43 Km. W From Toll Plaza Village Babugarh","Hapur"," Ghaziabad","Uttar Pradesh",11,"2015-10-09 11:11:43","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160751,"3191","0682067778","2015-10-09 09:41:57","2015-10-09 09:47:27","1.05 Km. N From AL FAHEEM MEATEX PVT LTD","Meerut"," Meerut","Uttar Pradesh","0.23 Km. N From Puda","Meerut"," Meerut","Uttar Pradesh",5,"2015-10-09 11:11:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160750,"2451","0682066746","2015-10-09 09:53:07","2015-10-09 10:08:12","1.25 Km. NE From J RAJ FILLING STATION-146","Sultanpur Lodhi"," -146;Sultanpur Lodhi,","146;Sultanpur Lodhi,Kapurthala-Punjab","0.00 Km. SW From Tashpur Village","Shahkot"," Kapurthala","Punjab",15,"2015-10-09 11:09:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160749,"2451","0682066746","2015-10-09 08:28:31","2015-10-09 08:35:56","0.07 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",7,"2015-10-09 11:09:11","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160748,"6947","0682068164","2015-10-09 09:31:55","2015-10-09 09:42:54","0.06 Km. E From IBP COCO SEMERPAHA LALGANJ","Kanpur"," Kanpur (Urban)","Uttar Pradesh","0.03 Km. SW From Gate No-3-Kanpur Terminal","Kanpur"," -3-Kanpur Terminal;Kanpur,","3-Kanpur Terminal;Kanpur,Kanpur (Urban)-Uttar Pradesh",10,"2015-10-09 11:07:47","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160747,"3279","0682067977","2015-10-09 10:07:55","2015-10-09 10:14:19","0.56 Km. SE From RUGS INDIA","Panipat"," Panipat","Haryana","0.02 Km. NW From Malik Lal Chand and Sons - IBP","Panipat"," - IBP;Panipat,"," IBP;Panipat,Panipat-Haryana",6,"2015-10-09 11:07:43","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160746,"1651","0682067488","2015-10-09 09:00:33","2015-10-09 09:16:53","0.16 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.04 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",16,"2015-10-09 11:05:47","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160745,"7786","0682067371","2015-10-09 08:52:12","2015-10-09 08:58:20","0.29 Km. E From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.33 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi",6,"2015-10-09 11:05:15","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160744,"6511","0682066859","2015-10-09 08:28:15","2015-10-09 08:38:09","0.05 Km. S From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.15 Km. S From Vikas Motors","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",9,"2015-10-09 11:04:23","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160743,"610","0682065823","2015-10-09 09:37:39","2015-10-09 09:52:09","0.19 Km. S From V K FILLING STATION","Gorakhpur","Gorakhpur","Uttar Pradesh","0.06 Km. N From PREM AUTO SERVICE(GKP)","Gorakhpur"," Gorakhpur","Uttar Pradesh",14,"2015-10-09 11:03:23","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160742,"2272","0682065533","2015-10-09 07:00:25","2015-10-09 07:13:57","0.03 Km. NE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",13,"2015-10-09 11:03:05","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160741,"1356","0682067513","2015-10-09 10:18:59","2015-10-09 10:30:30","0.23 Km. SE From Raksha Bhavan","Delhi"," Delhi","Delhi","0.17 Km. NE From Surgeine Healthcare I Pvt  Ltd","Delhi"," Delhi","Delhi",11,"2015-10-09 10:59:29","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160740,"3705","0682066480","2015-10-09 08:10:59","2015-10-09 08:23:30","0.12 Km. SE From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",12,"2015-10-09 10:54:12","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160739,"7538","0682064772","2015-10-09 10:11:20","2015-10-09 10:42:30","0.10 Km. SE From Pathankot Hospital Trauma Centre","Batala"," Gurdaspur","Punjab","0.01 Km. E From GHUMAN AUTO OILS-626","Batala"," -626;Batala,","626;Batala,Gurdaspur-Punjab",31,"2015-10-09 10:52:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160738,"7538","0682064772","2015-10-09 06:56:53","2015-10-09 07:12:12","0.02 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.11 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",15,"2015-10-09 10:51:45","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160737,"6394","0682065496","2015-10-09 10:38:20","2015-10-09 10:45:04","1.30 Km. NW From BMS College","Arkalgud"," Hassan","Karnataka","0.04 Km. E From S.M I.T.I College","Arkalgud"," Hassan","Karnataka",6,"2015-10-09 10:50:54","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160736,"6394","0682065496","2015-10-09 08:43:21","2015-10-09 08:48:56","0.05 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka","0.04 Km. SE From HASSAN TOP","Hassan"," Hassan","Karnataka",5,"2015-10-09 10:50:50","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160735,"6394","0682065496","2015-10-09 07:51:48","2015-10-09 08:03:28","0.16 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka","0.10 Km. SW From HASSAN TOP","Hassan"," Hassan","Karnataka",11,"2015-10-09 10:50:49","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160734,"7766","0682067590","2015-10-09 09:03:05","2015-10-09 09:29:22","0.10 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.11 Km. N From Agni Insulations","Delhi"," Delhi","Delhi",26,"2015-10-09 10:47:39","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160733,"5342","0682067479","2015-10-09 10:16:31","2015-10-09 10:21:44","0.02 Km.  NE From Mallappa , Devasandra",", Devasandra;","  Devasandra;Banglore,Banglore","Karnataka","0.03 Km.  N From Karnataka Trade Promotion Organigation , B Narayanapura",", B Narayanapura;","  B Narayanapura;Banglore,Banglore","Karnataka",5,"2015-10-09 10:46:51","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160732,"1590","0682067189","2015-10-09 10:06:18","2015-10-09 10:14:37","0.24 Km. E From Chittranjan Park Mela Ground","Delhi"," Delhi","Delhi","0.06 Km. SW From International Bussiness Lounge","Delhi"," Delhi","Delhi",8,"2015-10-09 10:45:14","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160731,"4097","0682066625","2015-10-09 09:32:36","2015-10-09 09:40:02","0.30 Km. SE From Fattowal Kothe","Dasua"," Hoshiarpur","Punjab","0.18 Km. E From Pathak Hospital","Dasua"," Hoshiarpur","Punjab",7,"2015-10-09 10:43:08","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160730,"5961","0682066278","2015-10-09 08:00:40","2015-10-09 08:14:44","0.04 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",14,"2015-10-09 10:42:17","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160729,"4079","0682065941","2015-10-09 10:21:56","2015-10-09 10:31:59","0.91 Km.  NE From Shahbazpur","Patti"," Amritsar","Punjab","0.04 Km. NW From GM PUNJAB ROADWAYS PATTI-224","Patti"," -224;Patti,","224;Patti,Amritsar-Punjab",10,"2015-10-09 10:41:22","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160728,"4079","0682065941","2015-10-09 07:42:55","2015-10-09 07:48:11","0.06 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.11 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 10:41:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160727,"1376","0682067463","2015-10-09 09:35:45","2015-10-09 09:46:45","0.17 Km. N From Agni Insulations","Delhi"," Delhi","Delhi","0.04 Km. N  From New Laxmi Sweets , Pushpanjali Farms",", Pushpanjali Farms;","  Pushpanjali Farms;Delhi,Delhi","Delhi",11,"2015-10-09 10:37:48","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160726,"5965","0682067351","2015-10-09 08:57:20","2015-10-09 09:02:23","0.06 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 10:36:16","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160725,"1371","0682067304","2015-10-09 09:52:12","2015-10-09 10:14:17","0.06 Km. S From Hotel Samrat","Delhi"," Delhi","Delhi","0.21 Km. NE From Surgeine Healthcare I Pvt  Ltd","Delhi"," Delhi","Delhi",22,"2015-10-09 10:35:31","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160724,"6092","0682066464","2015-10-09 08:45:05","2015-10-09 09:26:52","1.68 Km. S From Devanagonthi cross hosakote- malur road jn","Hosakote"," - malur road jn;Hosakote,"," malur road jn;Hosakote,Bangalore (Rural)-Karnataka","0.02 Km.  N From Priyadarshini , B Narayanapura",", B Narayanapura;","  B Narayanapura;Banglore,Banglore","Karnataka",41,"2015-10-09 10:34:38","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160723,"1909","0682066360","2015-10-09 08:10:52","2015-10-09 08:16:19","0.06 Km. W From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 10:33:29","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160722,"3755","0682066203","2015-10-09 08:10:54","2015-10-09 08:19:23","0.07 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.08 Km. E From Gurunanak General Store","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",8,"2015-10-09 10:32:25","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160721,"6105","0682066012","2015-10-09 09:41:10","2015-10-09 10:23:47","0.12 Km. NW From Associated Hydro Pressing","Banglore"," Banglore","Karnataka","0.01 Km.  S From Veedol Tide Water Oil Company India Limited , Yesvantpur Industrial Area",", Yesvantpur Industrial Area;","  Yesvantpur Industrial Area;Banglore,Banglore","Karnataka",42,"2015-10-09 10:31:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160720,"6105","0682066012","2015-10-09 08:15:55","2015-10-09 09:37:39","0.61 Km. NE From railway track crossing towards white field","Hosakote"," Bangalore (Rural)","Karnataka","0.03 Km.  NW From Sharadha , B Narayanapura",", B Narayanapura;","  B Narayanapura;Banglore,Banglore","Karnataka",81,"2015-10-09 10:31:40","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160719,"7544","0682067210","2015-10-09 08:50:00","2015-10-09 08:56:00","0.05 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.10 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",6,"2015-10-09 10:29:05","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160718,"7623","0682067026","2015-10-09 08:39:37","2015-10-09 08:53:56","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.11 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",14,"2015-10-09 10:28:53","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160717,"4095","0682066980","2015-10-09 09:55:29","2015-10-09 10:10:18","0.94 Km. W From Bharat Petroleum Corporation Ltd.","Nawanshahr"," Hoshiarpur","Punjab","0.03 Km. NW From District Court","Garhshankar"," Hoshiarpur","Punjab",14,"2015-10-09 10:28:48","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160716,"4095","0682066980","2015-10-09 09:29:23","2015-10-09 09:50:00","0.74 Km. W From Hindustan Petroleum Corporation Ltd.","Phillaur"," Jalandhar","Punjab","0.42 Km. E From DOABA PUNJABI CHRISTIAN SABHA","Nawanshahr"," Hoshiarpur","Punjab",20,"2015-10-09 10:28:46","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160715,"4095","0682066980","2015-10-09 08:39:42","2015-10-09 08:45:17","0.07 Km. NW From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",5,"2015-10-09 10:28:41","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160714,"1870","0682066501","2015-10-09 08:57:57","2015-10-09 09:04:58","0.04 Km. N From Geeta colony Fire Station","Delhi"," Delhi","Delhi","0.06 Km. E From Pan Communication P Ltd","Delhi"," Delhi","Delhi",7,"2015-10-09 10:26:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160713,"1648","0682066686","2015-10-09 08:32:02","2015-10-09 08:41:33","0.34 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.04 Km. E From DELHI TERMINAL","Delhi"," Delhi","Delhi",9,"2015-10-09 10:22:32","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160712,"7098","0682066880","2015-10-09 09:40:43","2015-10-09 09:55:46","0.07 Km. SW  From OGIS Institute , Pandara Park",", Pandara Park;","  Pandara Park;Delhi,Delhi","Delhi","0.17 Km. NE From Surgeine Healthcare I Pvt  Ltd","Delhi"," Delhi","Delhi",15,"2015-10-09 10:21:44","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160711,"7098","0682066880","2015-10-09 08:25:21","2015-10-09 08:38:52","0.24 Km. SE From BIJWASAN TERMINAL","Delhi"," Delhi","Delhi","0.03 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",13,"2015-10-09 10:21:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160710,"1369","0682066534","2015-10-09 09:31:28","2015-10-09 09:48:22","0.06 Km. NW  From Electricity Office , Rabindra Nagar",", Rabindra Nagar;","  Rabindra Nagar;Delhi,Delhi","Delhi","0.17 Km. NE From Surgeine Healthcare I Pvt  Ltd","Delhi"," Delhi","Delhi",16,"2015-10-09 10:20:37","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160709,"1369","0682066534","2015-10-09 08:11:02","2015-10-09 08:25:44","0.31 Km. NW From DELHI TERMINAL","Delhi"," Delhi","Delhi","0.05 Km. N From DELHI TERMINAL","Delhi"," Delhi","Delhi",14,"2015-10-09 10:20:34","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160708,"2132","0682066318","2015-10-09 08:10:56","2015-10-09 08:21:40","0.05 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",10,"2015-10-09 10:19:42","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160707,"7613","0682065658","2015-10-09 10:02:18","2015-10-09 10:08:46","0.08 Km. NE From Muncipal Corporation Amritsar","Amritsar- II"," - II,"," II,Amritsar-Punjab","0.04 Km. SE From G M PUNJAB ROADWAYS-ASR2-226","Amritsar- II"," -ASR2-226;Amritsar- II,","ASR2-226;Amritsar- II,Amritsar-Punjab",6,"2015-10-09 10:16:04","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160706,"7613","0682065658","2015-10-09 07:42:23","2015-10-09 07:49:17","0.07 Km. E From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab","0.09 Km. N From JALANDHAR TERMINAL","Jalandhar - I"," - I,"," I,Jalandhar-Punjab",6,"2015-10-09 10:16:00","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
160705,"5219","0682065727","2015-10-09 09:30:31","2015-10-09 09:38:24","0.04 Km.  E From HMT , Jalahalli",", Jalahalli;","  Jalahalli;Banglore,Banglore","Karnataka","0.03 Km.  W From Jai Bharath Auto Stand , Khata Nagar",", Khata Nagar;","  Khata Nagar;Banglore,Banglore","Karnataka",7,"2015-10-09 10:15:20","PROC_ROUTE_DEVIATION_ALERT",,,"N",0,1
