CAVL_SERV_PROVIDER|TRIP NO|Carrier No|TYPE OF CLOSURE|CLOSURE LOCATION|CLOSURE DATE & TIME|TOTAL TRIP DISTANCE|TOTAL DELIVERY TIME|TOTAL STOPPAGE TIME|STOPPAGE AT TOLLS|STOPPAGE AT SATE BORDER|STOPPAGE AT DEALER|Harsh Braking instances|Over speeding Instances|Night Driving Instances (2:00 AM to 5:00 AM)|DAY0|DAY1|DAY2|DAY3|DAY4|DAY5|DAY6|DAY7|DAY8|DAY9|DAY10|DAY11|DAY12|DAY13|DAY14|DAY15|DAY16|DAY17|DAY18|DAY19|DAY20
EFKON|4575569|HR55L3266|M||17-Aug-2015 00:00|||246:28:18|0:50:57|3:10:5||1|3|1|0|0|210|447|275|76|294|0|13|339|77|482|355|0|0||||||
EFKON|4575056|HR55L3266|M||17-Aug-2015 00:00|||249:28:23|0:50:57|3:10:5||1|3|1|0|0|210|447|275|76|294|0|13|339|77|482|355|0|0||||||
EFKON|4596395|HR55L3395|A|SEVA AUTOMOTIVE-DHULE|17-Aug-2015 07:25|1134|87:0:32|59:49:48|1:43:36|0:24:10||1|3|0|22|194|514|375|28||||||||||||||||
EFKON|4600495|HR55L4033|A|MANESAR PLANT|17-Aug-2015 00:10|16|0:34:1|0:6:58||||1|1|0|8|8|||||||||||||||||||
EFKON|4592137|HR55L4337|A|SHIVAM AUTOZONE-MUMBAI|17-Aug-2015 07:13|1396|153:5:26|115:26:30|1:1:35|20:27:51||1|5|1|31|26|396|378|84|172|234|76|||||||||||||
EFKON|4592137|HR55L4337|A|NAVNIT MOTORS-BHIWANDI|17-Aug-2015 07:38|1408|153:30:27|115:27:6|1:1:35|20:27:51||1|6|1|31|26|396|378|84|172|234|88|||||||||||||
EFKON|4592138|HR55L4798|A|SAI SERVICE STATION-KOLHAPUR|17-Aug-2015 17:52|1742|163:44:40|103:54:0|0:44:58|0:5:0||2|0|1|50|199|332|372|277|253|258||||||||||||||
EFKON|4592138|HR55L4798|P|VADGAON KOLHAPUR|17-Aug-2015 14:18|||100:49:27|0:44:58|0:5:0||2|0|1|50|199|332|372|277|253|242||||||||||||||
EFKON|4593637|HR55L5750|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 05:19|1446|128:2:48|85:4:55|6:6:42|8:58:59||0|5|1|8|20|19|607|389|311|92||||||||||||||
EFKON|4593637|HR55L5750|A|CHOWGULE INDUSTRIES-PUNE|17-Aug-2015 06:14|1469|128:57:48|85:4:55|6:6:42|8:58:59||0|5|1|8|20|19|607|389|311|116||||||||||||||
EFKON|4596566|HR55L9963|A|SAI SERVICE STATION-BOMBAY|17-Aug-2015 08:06|1359|85:13:18|47:53:11||7:52:12||2|7|1|9|186|625|449|92||||||||||||||||
EFKON|4596566|HR55L9963|A|SAI SERVICE STATION-VASAI|17-Aug-2015 08:06|1359|85:13:18|47:53:11||7:52:12||2|7|1|9|186|625|449|92||||||||||||||||
EFKON|4594802|HR55M0912|A|NAVNIT MOTORS-BHIWANDI|17-Aug-2015 07:38|1380|107:38:57|70:28:40|0:6:22|4:17:12||1|3|3|0|27|279|548|438|88|||||||||||||||
EFKON|4594802|HR55M0912|A|SHIVAM AUTOZONE-MUMBAI|17-Aug-2015 07:13|1368|107:13:57|70:28:18|0:6:22|4:17:12||1|2|3|0|27|279|548|438|76|||||||||||||||
EFKON|4575483|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575484|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575482|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575481|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575485|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575487|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575486|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575488|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4575489|HR55M1349|M||17-Aug-2015 00:00|||145:34:41||||0|0|0|0|0|0|0|0|0|0||||||||||||||
EFKON|4600663|HR55M1811|A|MANESAR PLANT|17-Aug-2015 13:36|15|0:37:46|0:10:9||||0|0|0|15||||||||||||||||||||
EFKON|4595533|HR55M3184|A|SHRUTI MOTORS-SHIMOGA|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595534|HR55M3184|A|SHRUTI MOTORS-SHIMOGA|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595527|HR55M3184|A|SRI AMMAN CARS-DHARMAPURI|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595526|HR55M3184|A|POPULAR VEHICLES AND SERVICES-CALICUT|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595531|HR55M3184|A|SHRUTI MOTORS-SHIMOGA|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595529|HR55M3184|A|SAGAR AUTOMOBILES-BANGALORE|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595528|HR55M3184|A|SREE SARADHAMBAL AUTO ERODE P-ERODE|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595532|HR55M3184|A|SHRUTI MOTORS-SHIMOGA|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4595530|HR55M3184|A|INDUS MOTORS-COCHIN|17-Aug-2015 08:02|2173|105:26:44|51:47:3|0:25:0|9:13:18||0|9|2|10|521|512|480|470|181|||||||||||||||
EFKON|4591926|HR55M3704|P|GEM MOTORS-HYDERABAD|17-Aug-2015 12:31|||102:2:33|0:20:1|0:20:30||1|4|1|0|61|364|237|424|280|442|99|||||||||||||
EFKON|4591926|HR55M3704|A|VARUN MOTORS-HYDERABAD|18-Aug-2015 00:57|1946|171:42:5|112:36:1|0:20:1|0:20:30||1|4|1|0|61|364|237|424|280|442|115|21||||||||||||
EFKON|4591926|HR55M3704|A|RKS MOTOR-HYDERABAD|17-Aug-2015 23:57|1925|170:42:2|112:36:1|0:20:1|0:20:30||1|4|1|0|61|364|237|424|280|442|115|||||||||||||
EFKON|4595929|HR55M4392|A|KATARIA AUTOMOBILES-SURAT|17-Aug-2015 13:09|1152|108:50:3|79:0:56|0:57:22|1:19:9||0|0|0|4|542|0|310|296||||||||||||||||
EFKON|4594168|HR55M6947|A|CHOWGULE INDUSTRIES PVIVATE-GOA|17-Aug-2015 09:55|1853|129:13:59|73:17:39|0:37:28|0:35:15||0|1|2|4|502|430|226|462|229|||||||||||||||
EFKON|4594168|HR55M6947|A|CHOWGULE INDUSTRIES-GOA|17-Aug-2015 11:37|1874|130:56:43|73:57:20|0:37:28|0:35:15||0|1|2|4|502|430|226|462|249|||||||||||||||
EFKON|4596751|HR55M6949|A|JAMMU MOTORS-JAMMU|17-Aug-2015 04:18|666|79:31:52|62:25:35||||21|0|2|1|245|162|181|77||||||||||||||||
EFKON|4592454|HR55M6950|A|SAI SERVICE STATION-GOA|17-Aug-2015 08:14|1860|153:6:51|106:9:54|1:1:9|1:43:27||8|7|2|0|6|505|446|227|473|202||||||||||||||
EFKON|4592454|HR55M6950|A|SAI SERVICE STATION-GOA|17-Aug-2015 09:47|1879|154:39:29|107:5:52|1:1:9|1:43:27||8|7|2|0|6|505|446|227|473|222||||||||||||||
EFKON|4591930|HR55M6952|A|CHOWGULE INDUSTRIES-GOA|17-Aug-2015 04:46|1883|151:30:51|103:36:54|0:28:51|13:11:17||31|9|3|6|7|588|363|418|35|343|123|||||||||||||
EFKON|4592092|HR55M7267|A|THRIVENI CAR-SALEM|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592098|HR55M7267|A|SRIVATSA INTERNATIONAL|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592093|HR55M7267|A|ABT-KARUR|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592095|HR55M7267|A|ABT-POLLACHI|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592096|HR55M7267|A|PLA MOTORS FIRM-DINDIGUL|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592097|HR55M7267|A|PLA MOTORS FIRM-DINDIGUL|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592099|HR55M7267|A|SRIVATSA INTERNATIONAL|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4592094|HR55M7267|A|ABT-POLLACHI|17-Aug-2015 20:33|2166|166:34:40|110:50:21|1:47:43|0:45:47||1|21|1|1|19|439|526|332|433|416||||||||||||||
EFKON|4598569|HR55M7269|A|PATHANKOT VEHICLEADES-DAMTAL|17-Aug-2015 08:09|517|61:55:51|43:18:12||||0|0|1|4|150|323|40|||||||||||||||||
EFKON|4597864|HR55M7960|A|R B CARS-GODHRA|17-Aug-2015 12:27|961|83:6:2|48:46:19|0:10:0|4:26:17||0|4|0|26|505|251|179|||||||||||||||||
EFKON|4597658|HR55M7960|A|R B CARS-GODHRA|17-Aug-2015 12:27|961|84:10:3|48:46:19|0:10:0|4:26:17||0|4|0|26|505|251|179|||||||||||||||||
EFKON|4591817|HR55M8332|A|SPECTRA MOTORS-THANE|17-Aug-2015 15:53|1411|162:51:34|124:42:27|0:48:9|1:23:21||0|10|0|12|53|8|441|356|350|147|44|||||||||||||
EFKON|4591817|HR55M8332|A|SAI SERVICE STATION-BOMBAY|17-Aug-2015 21:42|1421|168:40:48|130:11:39|0:48:9|1:23:21||0|10|0|12|53|8|441|356|350|147|53|||||||||||||
EFKON|4591817|HR55M8332|A|SAI SERVICE STATION-BOMBAY|17-Aug-2015 06:37|1390|153:35:16|116:6:7|0:48:9|1:23:21||0|8|0|12|53|8|441|356|350|147|23|||||||||||||
EFKON|4591817|HR55M8332|A|SPECTRA MOTORS-THANE|17-Aug-2015 15:53|1411|162:51:34|124:42:27|0:48:9|1:23:21||0|10|0|12|53|8|441|356|350|147|44|||||||||||||
EFKON|4593464|HR55M8928|A|BEEKAY AUTO-SILIGURI|17-Aug-2015 22:16|1622|146:26:8|99:28:24||||1|1|2|25|5|167|284|399|459|282||||||||||||||
EFKON|4600518|HR55M9346|A|MANESAR PLANT|17-Aug-2015 04:26|16|0:31:54|0:10:0||||0|0|0|16||||||||||||||||||||
EFKON|4600522|HR55M9611|A|MANESAR PLANT|17-Aug-2015 04:35|15|0:38:54|||||0|0|0|15||||||||||||||||||||
EFKON|4600695|HR55M9613|A|MANESAR PLANT|17-Aug-2015 14:58|19|0:52:25|0:20:43||||1|0|0|19||||||||||||||||||||
EFKON|4591442|HR55M9742|A|CHOWGULE INDUSTRIES-GOA|17-Aug-2015 07:06|1903|155:14:42|109:4:4|0:31:59|13:18:34||9|21|2|4|5|587|363|417|35|343|149|||||||||||||
EFKON|4591442|HR55M9742|A|SAI SERVICE STATION-GOA|17-Aug-2015 03:50|1858|151:58:18|107:7:18|0:31:59|13:18:34||9|20|2|4|5|587|363|417|35|343|104|||||||||||||
EFKON|4591442|HR55M9742|A|CHOWGULE INDUSTRIES PVIVATE-GOA|17-Aug-2015 04:50|1879|152:58:9|107:34:36|0:31:59|13:18:34||9|21|2|4|5|587|363|417|35|343|125|||||||||||||
EFKON|4597886|HR55M9851|A|HIRA AUTOMOBILES-PATIALA|17-Aug-2015 11:16|279|81:46:57|71:48:34||||0|0|0|114|87|0|78|||||||||||||||||
EFKON|4600498|HR55N0645|A|MANESAR PLANT|17-Aug-2015 01:09|16|0:32:25|0:5:0||||0|0|0|16||||||||||||||||||||
EFKON|4600510|HR55N0892|A|MANESAR PLANT|17-Aug-2015 04:08|15|0:29:52|0:10:0||||0|1|0|15||||||||||||||||||||
EFKON|4600508|HR55N0894|A|MANESAR PLANT|17-Aug-2015 04:07|28|1:2:8|0:10:15||||0|0|0|28||||||||||||||||||||
EFKON|4600521|HR55N1440|A|MANESAR PLANT|17-Aug-2015 04:26|14|0:29:44|0:0:36||||0|0|1|14||||||||||||||||||||
EFKON|4600706|HR55N1442|A|MANESAR PLANT|17-Aug-2015 15:03|19|0:49:51|0:10:0||||0|0|0|19||||||||||||||||||||
EFKON|4593808|HR55N1642|A|PERFECT AUTO-VERAWAL|17-Aug-2015 06:14|1256|127:29:58|93:34:28|0:22:4|1:13:1||1|0|0|11|358|242|390|213|41|||||||||||||||
EFKON|4600721|HR55N2462|A|MANESAR PLANT|17-Aug-2015 15:20|14|0:26:10|0:5:27||||0|1|0|14||||||||||||||||||||
EFKON|4600512|HR55N2463|A|MANESAR PLANT|17-Aug-2015 04:14|15|0:24:55|0:0:16||||0|0|0|15||||||||||||||||||||
EFKON|4600710|HR55N2464|A|MANESAR PLANT|17-Aug-2015 15:12|12|0:29:59|||||0|1|0|12||||||||||||||||||||
EFKON|4600539|HR55N2465|A|MANESAR PLANT|17-Aug-2015 06:06|23|0:48:50|0:15:27||||0|0|0|23||||||||||||||||||||
EFKON|4599572|HR55N3449|A|SHAKTI MOTORS-MANDI DABWALI|17-Aug-2015 08:23|301|54:0:36|44:24:3||||1|0|0|171|0|130||||||||||||||||||
EFKON|4594320|HR55N3747|A|VARUN MOTORS-NIZAMABAD|17-Aug-2015 11:40|1634|130:27:15|91:11:20||||0|7|2|6|86|459|507|386|192|||||||||||||||
EFKON|4594070|HR55N3795|A|RAVIRATNA MOTORS-BHARUCH|17-Aug-2015 12:53|1134|132:41:57|104:26:48|1:51:14|0:48:10||0|6|1|3|626|355|125|0|25|||||||||||||||
EFKON|4594070|HR55N3795|A|RAVIRATNA MOTORS-ANKLESHWAR|17-Aug-2015 10:16|1114|130:4:22|102:39:55|1:51:14|0:48:10||0|6|1|3|626|355|125|0|5|||||||||||||||
EFKON|4590940|HR55N4572|A|MANDOVI MOTORS-BANGALORE|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590939|HR55N4572|A|ABT-KARUR|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590944|HR55N4572|A|ABT-KARUR|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590942|HR55N4572|A|INDUS MOTORS-PALAKKAD|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590938|HR55N4572|A|AVGMOTORS-KOTTAYAM|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590937|HR55N4572|A|AADHI CARS-COIMBATORE|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590943|HR55N4572|A|INDUS MOTORS-PALAKKAD|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590936|HR55N4572|A|KALYANI MOTORS-BANGALORE|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4590941|HR55N4572|A|SAI SERVICES-COCHIN|17-Aug-2015 04:02|2154|155:30:11|100:25:46|1:13:40|1:39:57||2|6|2|4|377|275|423|308|280|359|129|||||||||||||
EFKON|4591990|HR55N4575|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 04:02|2146|150:39:11|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591984|HR55N4575|A|SHENBAKA CARS-PUDUCHERRY|17-Aug-2015 04:02|2146|150:38:12|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591986|HR55N4575|A|SHENBAKA CARS-PUDUCHERRY|17-Aug-2015 04:02|2146|150:38:12|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591985|HR55N4575|A|SHENBAKA CARS-PUDUCHERRY|17-Aug-2015 04:02|2146|150:39:11|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591983|HR55N4575|A|INDUS MOTORS-TRIVANDRUM|17-Aug-2015 04:02|2146|150:39:11|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591989|HR55N4575|A|INDUS MOTORS-MUVATTAPUZAH|17-Aug-2015 04:02|2146|150:39:11|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591987|HR55N4575|A|SHENBAKA CARS-PUDUCHERRY|17-Aug-2015 04:02|2146|150:39:11|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4591988|HR55N4575|A|SHENBAKA CARS-PUDUCHERRY|17-Aug-2015 04:02|2146|150:39:11|95:28:21|1:16:32|1:33:30||1|9|2|18|359|274|419|310|279|356|130|||||||||||||
EFKON|4592629|HR55N4782|A|SAI SERVICE STATION-BOMBAY|17-Aug-2015 06:06|1337|150:28:12|117:48:6|0:5:0|0:52:19||0|2|1|0|507|350|410|0|0|70||||||||||||||
EFKON|4592629|HR55N4782|A|SAI SERVICE STATION-BOMBAY|17-Aug-2015 06:01|1334|150:23:12|117:48:6|0:5:0|0:52:19||0|2|1|0|507|350|410|0|0|66||||||||||||||
EFKON|4593532|HR55N4819|P|DALDI|17-Aug-2015 11:16|||105:39:56|0:15:2|1:7:19||1|25|1|0|46|101|295|247|323|127||||||||||||||
EFKON|4593532|HR55N4819|P|DALDI|17-Aug-2015 11:16|||105:39:56|0:15:2|1:7:19||1|25|1|0|46|101|295|247|323|127||||||||||||||
EFKON|4591573|HR55N5441|A|A M MOTORS-MALAPPURAM|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4591568|HR55N5441|A|BRD CAR WORLD-THRISSUR|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4591574|HR55N5441|A|A M MOTORS-MALAPPURAM|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4591570|HR55N5441|A|BRD CAR WORLD-THRISSUR|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4591569|HR55N5441|A|BRD CAR WORLD-THRISSUR|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4591572|HR55N5441|A|A M MOTORS-MALAPPURAM|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4591571|HR55N5441|A|A M MOTORS-MALAPPURAM|17-Aug-2015 01:48|2152|149:25:41|92:37:14|0:22:32|5:9:6||3|16|1|14|209|385|416|281|334|434|78|||||||||||||
EFKON|4599571|HR55N5932|A|MANESAR PLANT|17-Aug-2015 17:05|0|62:49:43|0:0:31||||0|0|0|0||||||||||||||||||||
EFKON|4600489|HR55N5936|A|MANESAR PLANT|17-Aug-2015 00:38|19|1:33:56|0:48:25||||0|0|0|19|0|||||||||||||||||||
EFKON|4600524|HR55N5937|A|MANESAR PLANT|17-Aug-2015 05:07|17|0:42:8|0:10:0||||0|0|0|17||||||||||||||||||||
EFKON|4600709|HR55N5938|A|MANESAR PLANT|17-Aug-2015 15:08|21|0:45:20|0:12:12||||0|0|0|21||||||||||||||||||||
EFKON|4592058|HR55N6824|A|POPULAR VEHICLES AND SERVICES-KOTTAYAM|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592055|HR55N6824|A|POPULAR VEHICLES AND SERVICES-COCHIN|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592056|HR55N6824|A|POPULAR VEHICLES AND SERVICES-KOTTAYAM|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592059|HR55N6824|A|POPULAR VEHICLES AND SERVICES-KOTTAYAM|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592061|HR55N6824|A|A M MOTORS-MALAPPURAM|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592057|HR55N6824|A|POPULAR VEHICLES AND SERVICES-KOTTAYAM|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592060|HR55N6824|A|A M MOTORS-MALAPPURAM|17-Aug-2015 13:01|2156|159:8:38|102:22:37|1:7:54|0:46:4||0|13|0|11|379|237|453|467|363|246||||||||||||||
EFKON|4592155|HR55N6825|P|PUNE|17-Aug-2015 08:47|||112:25:55|1:31:23|0:35:31||1|0|0|33|72|95|324|464|277|253|19|||||||||||||
EFKON|4592155|HR55N6825|P|THE KOTHARI WHEELS-PUNE|17-Aug-2015 09:32|||112:25:55|1:31:23|0:35:31||1|0|0|33|72|95|324|464|277|253|43|||||||||||||
EFKON|4592155|HR55N6825|A|SAI SERVICE STATION-PUNE|17-Aug-2015 09:12|1553|155:1:21|112:25:55|1:31:23|0:35:31||1|0|0|33|72|95|324|464|277|253|35|||||||||||||
EFKON|4588147|HR55N7161|A|BRD CAR WORLD-THRISSUR|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588145|HR55N7161|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588140|HR55N7161|A|PLA MOTORS FIRM-DINDIGUL|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588141|HR55N7161|A|PLA MOTORS FIRM-DINDIGUL|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588142|HR55N7161|A|POPULAR VEHICLES  AND  SERVICES-CHENNAI|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588143|HR55N7161|A|MANDOVI MOTORS-MYSORE|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588144|HR55N7161|A|ABT-MADURAI|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588146|HR55N7161|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4588148|HR55N7161|A|PRATHAM MOTORS-BANGALORE|17-Aug-2015 00:50|2121|202:30:39|107:7:6|3:0:3|4:47:29||0|56|0|1|259|245|304|228|309|265|480|30||||||||||||
EFKON|4591367|HR55P8359|A|EXCELL AUTOVISTA-BHIWANDI|17-Aug-2015 02:58|1392|151:21:14|115:39:20|0:21:24|1:1:45||11|9|4|0|30|393|716|198|0|0|54|||||||||||||
EFKON|4591367|HR55P8359|P|THANE TOLL|17-Aug-2015 02:13|||115:39:20|0:21:24|1:1:45||11|9|4|0|30|393|716|198|0|0|33|||||||||||||
EFKON|4591367|HR55P8359|A|FORT POINT AUTOMOTIVE CARS-THANE|17-Aug-2015 02:58|1392|151:21:14|115:39:20|0:21:24|1:1:45||11|9|4|0|30|393|716|198|0|0|54|||||||||||||
EFKON|4600488|HR55Q1339|A|MANESAR PLANT|17-Aug-2015 00:15|19|1:11:7|0:34:16||||0|0|1|19|0|||||||||||||||||||
EFKON|4600514|HR55Q1346|A|MANESAR PLANT|17-Aug-2015 04:23|13|0:32:44|0:10:0||||0|0|0|13||||||||||||||||||||
EFKON|4600542|HR55Q1351|A|MANESAR PLANT|17-Aug-2015 07:09|23|1:1:32|0:20:1|0:10:1|||0|0|0|23||||||||||||||||||||
EFKON|4599791|HR55Q1351|E|||||||||0|0|0|||||||||||||||||||||
EFKON|4599791|HR55Q1351|E|||||||||0|0|0|||||||||||||||||||||
EFKON|4599791|HR55Q1351|A|VIPUL MOTORS-NOIDA|17-Aug-2015 03:35|143|16:45:11|12:29:58||||0|0|0|113|30|||||||||||||||||||
EFKON|4600657|HR55Q1353|A|MANESAR PLANT|17-Aug-2015 13:07|17|0:42:19|0:5:0||||0|0|0|17||||||||||||||||||||
EFKON|4600660|HR55Q1730|A|MANESAR PLANT|17-Aug-2015 13:17|15|0:34:22|0:0:14||||0|0|1|15||||||||||||||||||||
EFKON|4600379|HR55Q1730|E|||||||||0|0|0|||||||||||||||||||||
EFKON|4600379|HR55Q1730|A|MOTORCRAFT SALES-GHAZIABAD|17-Aug-2015 02:19|131|8:6:52|3:51:59||||0|1|1|84|47|||||||||||||||||||
EFKON|4600650|HR55Q1732|A|MANESAR PLANT|17-Aug-2015 13:09|24|1:2:49|0:15:0||||0|0|0|24||||||||||||||||||||
