CAVL_SERV_PROVIDER|TRIP NO|Carrier No|TYPE OF CLOSURE|CLOSURE LOCATION|CLOSURE DATE & TIME|TOTAL TRIP DISTANCE|TOTAL DELIVERY TIME|TOTAL STOPPAGE TIME|STOPPAGE AT TOLLS|STOPPAGE AT SATE BORDER|STOPPAGE AT DEALER|Harsh Braking instances|Over speeding Instances|Night Driving Instances (2:00 AM to 5:00 AM)|DAY0|DAY1|DAY2|DAY3|DAY4|DAY5|DAY6|DAY7|DAY8|DAY9|DAY10|DAY11|DAY12|DAY13|DAY14|DAY15|DAY16|DAY17|DAY18|DAY19|DAY20
EFKON|4600499|HR55Q1734|A|MANESAR PLANT|17-Aug-2015 01:10|15|0:30:49|0:5:3||||0|0|0|15||||||||||||||||||||
EFKON|4600694|HR55Q1735|A|MANESAR PLANT|17-Aug-2015 14:35|15|0:36:40|0:5:0||||0|0|0|15||||||||||||||||||||
EFKON|4600496|HR55Q1736|A|MANESAR PLANT|17-Aug-2015 00:09|16|0:32:49|||||0|0|0|4|12|||||||||||||||||||
EFKON|1116991|HR55Q2043|A|KHIVRAJ MOTORS-CHENNAI|17-Aug-2015 18:07|0|0:13:7|0:10:1||||0|0|0|0||||||||||||||||||||
EFKON|1116882|HR55Q2049|A|KAPICO MOTORS-CHENNAI|17-Aug-2015 02:26|389|48:59:13|38:1:14||||0|5|1|285|93|11||||||||||||||||||
EFKON|4595018|HR55Q3002|A|SAI SERVICE STATION-BOMBAY|17-Aug-2015 07:57|1419|106:57:29|70:48:57|0:13:12|11:59:44||0|9|0|33|50|84|571|595|87|||||||||||||||
EFKON|4591609|HR55Q3290|A|SK WHEELS-RAIGAD|17-Aug-2015 03:46|1435|151:16:40|114:8:49|0:35:24|13:37:23||0|10|1|17|37|20|396|354|386|102|123|||||||||||||
EFKON|4591681|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591684|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591680|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591682|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591677|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591678|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591679|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4591683|HR55Q4060|A|POPULAR VEHICLES AND SERVICES-TRIVANDRUM|17-Aug-2015 01:43|2145|149:3:29|93:20:39|0:21:15|5:47:29||0|18|1|0|197|402|417|281|334|435|78|||||||||||||
EFKON|4600523|HR55Q5830|A|MANESAR PLANT|17-Aug-2015 05:06|19|0:52:43|0:15:2||||0|0|0|19||||||||||||||||||||
EFKON|4600516|HR55Q6066|A|MANESAR PLANT|17-Aug-2015 04:23|13|0:30:25|0:9:0||||0|0|0|13||||||||||||||||||||
EFKON|4600661|HR55Q6067|A|MANESAR PLANT|17-Aug-2015 13:26|14|0:32:45|0:5:21||||0|1|0|14||||||||||||||||||||
EFKON|4594789|HR55R8474|A|LAHOTI GARDENS-GULBARGA|17-Aug-2015 16:40|1808|116:53:54|68:1:14|1:2:11|||1|9|2|2|44|56|714|717|274|||||||||||||||
EFKON|4600662|HR55R8940|A|MANESAR PLANT|17-Aug-2015 13:32|14|0:35:50|0:5:39||||0|0|0|14||||||||||||||||||||
EFKON|4600639|HR55R8941|A|MANESAR PLANT|17-Aug-2015 12:34|15|0:44:51|||||0|0|0|15||||||||||||||||||||
EFKON|4600509|HR55R8942|A|MANESAR PLANT|17-Aug-2015 03:49|21|0:36:39|0:5:12||||0|0|0|21||||||||||||||||||||
EFKON|4600507|HR55R8943|A|MANESAR PLANT|17-Aug-2015 03:30|14|0:48:4|0:5:0||||0|0|0|14||||||||||||||||||||
EFKON|4593231|HR55R8986|A|SPECTRA MOTORS-THANE|17-Aug-2015 07:29|1406|132:27:33|89:57:51||1:26:39||2|0|0|7|19|364|313|367|283|53||||||||||||||
EFKON|4593231|HR55R8986|A|SPECTRA MOTORS-THANE|17-Aug-2015 07:29|1406|132:27:33|89:57:51||1:26:39||2|0|0|7|19|364|313|367|283|53||||||||||||||
EFKON|4599313|HR55T6803|E|||||||||0|0|0|||||||||||||||||||||
EFKON|4600195|HR55T6803|A|VIPUL MOTORS-NOIDA|17-Aug-2015 23:57|222|31:58:21|25:47:24|0:2:3|||0|21|0|97|125|||||||||||||||||||
EFKON|4600505|HR55T6803|A|MANESAR PLANT|17-Aug-2015 02:10|13|0:19:22|||||0|3|0|13||||||||||||||||||||
EFKON|4600195|HR55T6803|A|FAIR DEAL CARS-NOIDA|18-Aug-2015 00:02|225|32:3:20|25:47:24|0:2:3|||0|21|0|97|125|3||||||||||||||||||
EFKON|4600655|HR55T7398|A|MANESAR PLANT|17-Aug-2015 13:08|15|0:45:9|0:0:28||||0|0|0|15||||||||||||||||||||
EFKON|4599544|HR55T7452|P|MARUTI SUZUKI INDIA LTD(GURGAON)|17-Aug-2015 22:31|||63:39:2|0:1:0|||5|73|0|56|151|29||||||||||||||||||
EFKON|4599544|HR55T7452|A|FAIR DEAL CARS-NOIDA|17-Aug-2015 23:38|261|70:25:32|64:24:5|0:1:0|||5|73|0|56|151|53||||||||||||||||||
EFKON|4593517|HR55T7578|A|AUTOMOTIVE MANUFACTURERS-RAIGAD|17-Aug-2015 01:48|1492|125:24:27|123:25:50||||1|42|2|18|414|736|221|0|57|46||||||||||||||
EFKON|4593517|HR55T7578|A|AUTOMOTIVE MANUFACTURERS-RAIGAD|17-Aug-2015 01:37|1487|125:13:27|123:14:51||||1|42|2|18|414|736|221|0|57|41||||||||||||||
EFKON|4593517|HR55T7578|A|VITESSE-MUMBAI|17-Aug-2015 11:31|1500|135:7:22|133:8:47||||1|42|2|18|414|736|221|0|57|55||||||||||||||
EFKON|4593434|HR55T8938|A|SAH AND SANGHI AUTO AGENCIES-MUMBAI|17-Aug-2015 04:39|1335|128:56:26|94:38:58|0:16:34|2:49:36||0|34|1|0|0|181|324|516|245|68||||||||||||||
EFKON|4593434|HR55T8938|A|SK WHEELS-MUMBAI|17-Aug-2015 08:52|1402|133:9:38|96:23:12|0:26:35|2:49:36||0|37|1|0|0|181|324|516|245|136||||||||||||||
EFKON|4600654|HR55U5356|A|MANESAR PLANT|17-Aug-2015 13:08|16|0:47:46|0:20:1||||1|0|0|16||||||||||||||||||||
EFKON|4600502|HR55U5818|A|MANESAR PLANT|17-Aug-2015 02:09|22|1:2:22|0:23:39||||0|0|0|22||||||||||||||||||||
EFKON|4600656|HR55U7069|A|MANESAR PLANT|17-Aug-2015 13:04|16|0:40:1|0:5:39||||0|1|0|16||||||||||||||||||||
EFKON|4597573|HR55U7069|A|REGENT AUTOLINKS-GHAZIABAD|17-Aug-2015 00:29|235|72:37:58|64:27:6||||0|6|0|72|29|122|12|||||||||||||||||
EFKON|4600652|HR55V2850|A|MANESAR PLANT|17-Aug-2015 13:04|22|0:47:43|0:1:0||||0|2|0|22||||||||||||||||||||
EFKON|4600501|HR55V5253|A|MANESAR PLANT|17-Aug-2015 02:30|23|1:30:20|0:53:12||||0|0|0|23||||||||||||||||||||
EFKON|4598913|HR55V6830|A|REGENT AUTOLINKS-GHAZIABAD|17-Aug-2015 00:30|208|51:38:39|46:10:9||||0|22|0|40|41|119|8|||||||||||||||||
EFKON|4600664|HR55V6830|A|MANESAR PLANT|17-Aug-2015 19:29|25|6:20:40|0:23:6||||0|0|0|25||||||||||||||||||||
EFKON|4600653|HR55V6991|A|MANESAR PLANT|17-Aug-2015 13:07|20|0:48:3|0:9:0||||0|0|0|20||||||||||||||||||||
EFKON|4600506|HR55V6992|A|MANESAR PLANT|17-Aug-2015 03:06|23|0:51:31|0:5:0||||0|0|0|23||||||||||||||||||||
EFKON|4600659|HR55V7828|A|MANESAR PLANT|17-Aug-2015 13:08|15|0:28:34|0:7:14||||0|2|0|15||||||||||||||||||||
EFKON|4598273|HR63A1384|A|KP AUTOMOTIVE-JAIPUR|17-Aug-2015 04:34|225|59:46:3|54:2:51||4:0:21||0|1|0|17|2|137|69|||||||||||||||||
EFKON|1117013|HR63A1509|A|SIVA AUTOMOTIVE INDIA-MADURAI|17-Aug-2015 23:54|0|0:42:12|0:38:3||||0|0|0|0||||||||||||||||||||
EFKON|4599122|HR63A1513|P|BHAGWANPURA BHILWARA|17-Aug-2015 13:29|||49:27:16||0:3:9||0|0|2|10|37|44|400|||||||||||||||||
EFKON|4599122|HR63A1513|A|CHAMPION CARS-BHILWARA|17-Aug-2015 16:45|525|66:28:20|51:54:50||0:3:9||0|0|2|10|37|44|434|||||||||||||||||
EFKON|4599151|HR69B5660|P|KATARIA AUTOMOBILES-DABHOI|17-Aug-2015 06:42|||34:11:44||1:9:45||0|2|1|436|441|24||||||||||||||||||
EFKON|4597321|HR69B7252|A|KATARIA AUTOMOBILES-AHMEDABAD|17-Aug-2015 15:42|922|89:7:52|68:0:32||0:42:40||1|9|0|0|40|296|159|427||||||||||||||||
EFKON|4597321|HR69B7252|A|KATARIA AUTOMOBILES-AHMEDABAD|17-Aug-2015 15:42|922|89:7:52|68:0:32||0:42:40||1|9|0|0|40|296|159|427||||||||||||||||
EFKON|4597321|HR69B7252|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 15:12|904|88:37:49|68:0:32||0:42:40||1|9|0|0|40|296|159|410||||||||||||||||
EFKON|4597321|HR69B7252|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 13:37|829|87:2:44|68:0:32||0:42:40||1|9|0|0|40|296|159|335||||||||||||||||
EFKON|4597321|HR69B7252|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 15:12|904|88:37:49|68:0:32||0:42:40||1|9|0|0|40|296|159|410||||||||||||||||
EFKON|4591272|HR747173|A|PLA MOTORS-TIRUCHIRAPALLI|17-Aug-2015 10:26|2165|159:22:49|105:31:12|0:57:43|2:35:40||1|15|2|18|49|235|475|462|427|342|158|||||||||||||
EFKON|4591276|HR747173|A|AMBAL AUTOMABILES-COIMBATORE|17-Aug-2015 10:26|2165|159:22:49|105:31:12|0:57:43|2:35:40||1|15|2|18|49|235|475|462|427|342|158|||||||||||||
EFKON|4591275|HR747173|A|PLA MOTORS-TIRUCHIRAPALLI|17-Aug-2015 10:26|2165|159:22:49|105:31:12|0:57:43|2:35:40||1|15|2|18|49|235|475|462|427|342|158|||||||||||||
EFKON|4591274|HR747173|A|PLA MOTORS-TIRUCHIRAPALLI|17-Aug-2015 10:26|2165|159:22:49|105:31:12|0:57:43|2:35:40||1|15|2|18|49|235|475|462|427|342|158|||||||||||||
EFKON|4591273|HR747173|A|PLA MOTORS-TIRUCHIRAPALLI|17-Aug-2015 10:26|2165|159:22:49|105:31:12|0:57:43|2:35:40||1|15|2|18|49|235|475|462|427|342|158|||||||||||||
EFKON|4591887|HR747174|A|GARUDA AUTOCRAFT-BANGALORE|17-Aug-2015 11:48|2179|158:38:29|96:44:44|0:45:3|1:30:32||1|1|2|14|72|25|552|440|370|473|233|||||||||||||
EFKON|4591886|HR747174|A|GARUDA AUTOCRAFT-BANGALORE|17-Aug-2015 11:48|2179|158:38:29|96:44:44|0:45:3|1:30:32||1|1|2|14|72|25|552|440|370|473|233|||||||||||||
EFKON|4591885|HR747174|A|AVG MOTORS-PATHANAMTHITTA|17-Aug-2015 11:48|2179|158:38:29|96:44:44|0:45:3|1:30:32||1|1|2|14|72|25|552|440|370|473|233|||||||||||||
EFKON|4591889|HR747174|A|BIMAL AUTO AGENCY-BANGALORE|17-Aug-2015 11:48|2179|158:38:29|96:44:44|0:45:3|1:30:32||1|1|2|14|72|25|552|440|370|473|233|||||||||||||
EFKON|4591890|HR747174|A|ABT-TRICHY|17-Aug-2015 11:48|2179|158:38:29|96:44:44|0:45:3|1:30:32||1|1|2|14|72|25|552|440|370|473|233|||||||||||||
EFKON|4591888|HR747174|A|BIMAL AUTO AGENCY-BANGALORE|17-Aug-2015 11:48|2179|158:38:29|96:44:44|0:45:3|1:30:32||1|1|2|14|72|25|552|440|370|473|233|||||||||||||
EFKON|1116941|KA01AA6851|A|VENKAT MOTORS-HASSAN|17-Aug-2015 09:42|173|16:57:19|12:19:18||||0|5|0|14|159|||||||||||||||||||
EFKON|4590584|KA41A0981|P|UCHILA|17-Aug-2015 07:29|||111:38:24||2:7:19||1|30|2|0|199|342|325|449|570|303|113|92||||||||||||
EFKON|1115489|KA41A1263|M|VRL LOGISTICS PARKING YARD, BILASPUR, GURGAON|17-Aug-2015 00:00|||225:48:27|0:5:0|0:58:52||0|0|2|0|3|0|0|57|508|457|563|446|422|179|0|0||||||||
EFKON|1116984|KA41A1661|A|A M MOTORS-MALAPPURAM|18-Aug-2015 00:43|548|31:8:33|15:56:3||||0|3|0|128|400|20||||||||||||||||||
EFKON|4590511|KA41A1991|P|UCHILA|17-Aug-2015 07:36|||109:0:2||4:13:9||1|15|1|0|171|439|438|263|569|294|120|92||||||||||||
EFKON|4591470|KA41A2109|P|MANDOVI MOTORS-MANGALORE|17-Aug-2015 07:27|||91:35:44|0:5:0|1:22:46||1|9|2|0|296|540|479|570|314|113|91|||||||||||||
EFKON|4594112|KA424916|P|PUNE|17-Aug-2015 12:06|||91:3:38|1:4:1|0:37:13||42|6|1|73|84|428|400|275|238|||||||||||||||
EFKON|4591283|KA424942|P|KAMERI|17-Aug-2015 14:02|||91:45:43||||0|0|0|9|19|191|430|373|207|247|230|||||||||||||
EFKON|4591283|KA424942|P|KAMERI|17-Aug-2015 14:02|||91:45:43||||0|0|0|9|19|191|430|373|207|247|230|||||||||||||
EFKON|4591283|KA424942|A|SAI SERVICE STATION-KOLHAPUR|17-Aug-2015 15:02|1729|163:58:4|91:45:43||||0|0|0|9|19|191|430|373|207|247|255|||||||||||||
EFKON|4591283|KA424942|P|KAMERI|17-Aug-2015 14:02|||91:45:43||||0|0|0|9|19|191|430|373|207|247|230|||||||||||||
EFKON|4594321|KA424945|A|MANRAJ MOTORS-JALGAON|17-Aug-2015 11:43|1232|130:30:56|97:35:3|1:4:33|0:59:28||0|3|0|37|184|378|343|70|222|||||||||||||||
EFKON|1116874|MH04CU7636|A|SAGAR AUTOMOBILES-BANGALORE|17-Aug-2015 05:16|114|49:24:38|46:10:54||||0|4|0|11|3|99||||||||||||||||||
EFKON|1116874|MH04CU7636|A|SURAKSHAA CAR CARE-BANGALORE|17-Aug-2015 01:48|70|45:56:32|44:4:39||||0|3|0|11|3|56||||||||||||||||||
EFKON|4575703|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575708|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575702|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575701|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575707|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575706|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575705|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575704|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575709|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4575710|MH04DS9524|M||17-Aug-2015 00:00|||0:23:12||||0|0|0|28|10|||||||||||||||||||
EFKON|4593254|MH04EL3073|A|SHAAN CARS-NASHIK|17-Aug-2015 12:06|1277|136:56:12|100:13:4|1:43:10|1:21:58||0|1|2|27|3|106|280|243|415|202||||||||||||||
EFKON|4593254|MH04EL3073|A|SEVA AUTOMOTIVE-NASIK|17-Aug-2015 12:06|1277|136:56:12|100:13:4|1:43:10|1:21:58||0|1|2|27|3|106|280|243|415|202||||||||||||||
EFKON|4593254|MH04EL3073|A|SHAAN CARS-NASHIK|17-Aug-2015 12:01|1273|136:51:12|100:13:4|1:43:10|1:21:58||0|1|2|27|3|106|280|243|415|199||||||||||||||
EFKON|4590086|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590085|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590084|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590083|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590082|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590080|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590079|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4590081|MH04FU0695|A|KVR AUTOCARS-PERINTHALMANA|17-Aug-2015 15:35|2187|191:44:42|150:31:58|1:18:8|2:48:56||0|116|1|47|0|252|361|310|287|408|271|250||||||||||||
EFKON|4595462|MH05AM1722|A|SPECTRA MOTORS-THANE|17-Aug-2015 03:10|1451|100:45:36|67:10:28|2:11:43|0:5:0||2|28|2|26|80|408|266|559|112|||||||||||||||
EFKON|1116858|MH18M9431|A|POPULAR VEHICLES AND SERVICES-CALICUT|17-Aug-2015 01:10|593|53:19:12|36:17:33||||2|1|1|48|395|111|39|||||||||||||||||
EFKON|4594803|MH43E7874|A|HARE KRISHNA AUTO-THANE|17-Aug-2015 22:25|1351|122:24:15|68:37:6|0:2:17|3:0:7||0|0|1|0|171|114|314|440|312|||||||||||||||
EFKON|4588871|NL01D2835|A|PODDAR CAR WORLD-ASSAM|17-Aug-2015 21:45|2025|215:13:0|145:34:18||||0|0|2|1|191|112|342|309|146|534|210|160|20|||||||||||
EFKON|4588871|NL01D2835|A|PODDAR CAR WORLD-GUWAHATI|17-Aug-2015 21:09|2011|214:37:57|145:34:18||||0|0|2|1|191|112|342|309|146|534|210|160|5|||||||||||
EFKON|4595976|NL01D2840|A|MANAN AUTO LINK-AHMEDABAD|17-Aug-2015 10:16|986|105:46:13|71:50:21|0:5:0|2:56:2||0|0|2|73|255|131|402|125||||||||||||||||
EFKON|4595976|NL01D2840|A|UDAY AUTOLINK-AHMEDABAD|17-Aug-2015 07:18|963|102:49:55|69:53:7|0:5:0|2:56:2||0|0|2|73|255|131|402|102||||||||||||||||
EFKON|4596114|NL01D2840|A|MANAN AUTO LINK-AHMEDABAD|17-Aug-2015 10:16|974|104:58:13|71:41:17|0:5:0|2:56:2||0|0|2|61|255|131|402|125||||||||||||||||
EFKON|4595976|NL01D2840|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 05:28|897|100:59:48|69:53:7|0:5:0|2:56:2||0|0|2|73|255|131|402|36||||||||||||||||
EFKON|4596114|NL01D2840|A|POPULAR WHEELERS-AHMEDABAD|17-Aug-2015 05:28|885|100:10:49|69:44:3|0:5:0|2:56:2||0|0|2|61|255|131|402|36||||||||||||||||
EFKON|4594664|NL01D3255|A|KATARIA AUTOMOBILES-VADODARA|17-Aug-2015 12:04|1024|113:40:35|81:15:29|1:59:13|1:3:54||0|0|0|26|32|304|204|345|112|||||||||||||||
EFKON|4594664|NL01D3255|A|AMAR CARS-BARODA|17-Aug-2015 12:04|1024|113:40:35|81:15:29|1:59:13|1:3:54||0|0|0|26|32|304|204|345|112|||||||||||||||
EFKON|4596457|NL01D3488|P|KOTHAMBA|17-Aug-2015 04:45|||55:28:49|0:5:0|7:29:26||0|0|1|27|314|393|129|60||||||||||||||||
EFKON|4591610|NL01D3498|A|ORBIT MOTORS-ROURKELA|17-Aug-2015 10:27|1844|157:57:27|100:34:30||||0|7|1|25|457|633|57|147|203|242|79|||||||||||||
EFKON|4596037|NL01D3622|A|DHRU MOTORS-SURAT|17-Aug-2015 10:58|1126|106:5:29|72:17:43|0:5:0|4:37:37||0|0|1|35|74|426|364|228||||||||||||||||
EFKON|4593813|NL01D4398|A|BIMAL AUTO AGENCY-GAUHATI|17-Aug-2015 19:42|1980|140:55:9|80:53:0||||0|0|3|0|49|437|477|559|370|88||||||||||||||
EFKON|4596528|NL01D5711|A|DREAM VEHICLES-SURENDRANAGAR|17-Aug-2015 09:14|1095|86:58:38|57:7:54||3:26:26||2|6|0|29|234|302|438|92||||||||||||||||
EFKON|4596910|NL01D5711|A|DREAM VEHICLES-SURENDRANAGAR|17-Aug-2015 09:14|1095|83:45:38|54:25:18||3:26:26||2|6|0|29|234|302|438|92||||||||||||||||
EFKON|4598104|NL01D5833|A|MUNDRA PORT-MUNDRA|18-Aug-2015 00:05|1090|82:6:55|53:44:44|0:25:16|1:22:1||0|0|0|3|444|275|359|8||||||||||||||||
EFKON|4593004|NL01G3961|P|HEJAMADI|17-Aug-2015 15:07|||79:50:25|1:30:18|0:25:43||2|5|3|29|581|599|54|401|261|326||||||||||||||
EFKON|4593004|NL01G3961|P|IRA|17-Aug-2015 14:57|||79:50:25|1:30:18|0:25:43||2|5|3|29|581|599|54|401|261|321||||||||||||||
EFKON|4593620|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593621|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593618|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593616|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593617|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593623|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593622|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4593619|NL01G4215|A|PILLAI  AND  SONS MOTOR-THANJAVUR|17-Aug-2015 20:17|2153|143:10:44|84:55:14|1:28:6|0:39:58||1|23|2|0|4|626|469|240|504|310||||||||||||||
EFKON|4547649|NL01G4392|M||17-Aug-2015 00:00|||75:7:4|0:50:7|1:14:11||2|2|0|0|270|242|372|301|6|392||||||||||||||
EFKON|4594627|NL01G4805|A|AVG MOTORS-THIRUVALLA|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594624|NL01G4805|A|AADHI CARS-COIMBATORE|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594625|NL01G4805|A|SHRUTI MOTORS-SHIMOGA|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594626|NL01G4805|A|AVG MOTORS-THIRUVALLA|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594620|NL01G4805|A|ABT-CHENNAI|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594619|NL01G4805|A|AVG MOTORS-PATHANAMTHITTA|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594623|NL01G4805|A|FRIENDLY MOTORS-MYSORE|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594622|NL01G4805|A|FRIENDLY MOTORS-MYSORE|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4594621|NL01G4805|A|POPULAR VEHICLES AND SERVICES-CHENNAI|17-Aug-2015 06:06|2166|109:23:56|56:53:3|1:15:21|2:19:9||0|21|3|25|177|688|354|677|244|||||||||||||||
EFKON|4598102|NL01G4844|A|MUNDRA PORT-MUNDRA|17-Aug-2015 14:18|1094|72:19:45|41:4:8||2:55:12||2|3|0|3|387|484|219|||||||||||||||||
EFKON|1116852|NL01G5637|A|A M MOTORS-MALAPPURAM|17-Aug-2015 02:12|560|60:8:40|45:0:29||||1|20|0|16|365|135|43|||||||||||||||||
EFKON|1116971|NL01G5725|A|FRIENDLY MOTORS-MYSORE|17-Aug-2015 07:49|178|49:31:42|44:56:18||||0|3|0|39|34|105||||||||||||||||||
EFKON|4591665|NL01G5894|A|SEHGAL AUTORIDERS-PUNE|17-Aug-2015 23:42|1514|171:7:8|130:8:48|0:51:27|5:35:29||0|0|2|25|332|109|136|420|139|231|121|||||||||||||
