S.No,New Device Number,NewMobileNumber,NewInstallation,INSTALLEDON,VehicleNumber,TransporterName,01-AUG'-15,02-AUG'-15,03-AUG'-15,04-AUG'-15,05-AUG'-15,06-AUG'-15,07-AUG'-15,08-AUG'-15,09-AUG'-15,10-AUG'-15,11-AUG'-15,12-AUG'-15,13-AUG'-15,14-AUG'-15,15-AUG'-15,16-AUG'-15,17-AUG'-15,18-AUG'-15,19-AUG'-15,20-AUG'-15,21-AUG'-15,22-AUG'-15,23-AUG'-15,24-AUG'-15,25-AUG'-15,26-AUG'-15,27-AUG'-15,28-AUG'-15,29-AUG'-15,30-AUG'-15,31-AUG'-15,R,P,UM,UI,N,UI+N,BILLING YES/NO,Remark
2518,QCQ1101738,8879613096,OL001/02652,18-May-12,MH15BJ5778,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2519,QCQ1203573,8879678212,OL001/02653,18-May-12,KA41A2607,VRLLOGISTICSLTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2520,EEB1500441,7506933268,OL001/02654,18-May-12,RJ25GA2353,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2521,QCQ1203525,8879678163,OL001/02655,18-May-12,HR55M7673,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2522,QCQ1101813,8879613173,OL001/02656,18-May-12,KA41A1035,VRLLOGISTICSLTD.,UI,UI,UI,UI,UI,UI,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,1,24,0,6,0,6,YES,
2523,QCQ1102092,8879613457,OL001/02657,18-May-12,HR55G0550,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,3,28,0,0,0,0,YES,
2524,QCQ1100998,8879442891,OL001/02658,18-May-12,HR55E3577,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2525,QCQ1101671,8879613029,OL001/02659,18-May-12,HR55N9581,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,0,0,0,27,27,NO,
2526,QCQ1203771,8879678412,OL001/02660,18-May-12,KA01AA0750,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2527,EEB1500307,7506929308,OL001/02661,18-May-12,KA425255,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2528,QCQ1103146,8879618797,OL001/02662,18-May-12,KA41A2403,VRLLOGISTICSLTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2529,QCQ1101432,8879612787,OL001/02663,18-May-12,HR55N3794,CARGOMOTORSPVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2530,QCQ1103376,8879678013,OL001/02664,18-May-12,KA425304,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2531,QCQ1203652,8879678291,OL001/02665,18-May-12,KA41A2605,VRLLOGISTICSLTD.,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,9,22,0,0,0,0,YES,
2532,QCQ1102310,8879613678,OL001/02666,18-May-12,HR55J4366,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2533,QCQ1102620,8879613992,OL001/02667,18-May-12,HR55J6816,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2534,QCQ1203508,8879678146,OL001/02668,18-May-12,HR55J6814,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2535,QCQ1203991,8879678734,OL001/02669,18-May-12,KA425542,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2536,QCQ1101467,8879612823,OL001/02670,18-May-12,HR55H8685,DELHIGUJARATFLEETCARRIER,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2537,QCQ1203651,8879678290,OL001/02671,18-May-12,HR55N4476,Chetak Cargo private Limited,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,21,0,0,10,0,10,YES,
2538,QCQ1102561,8879613933,OL001/02672,18-May-12,HR55K3989,DELHIGUJARATFLEETCARRIER,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2539,QCQ1102130,8452983739,OL001/02673,18-May-12,HR55M5826,M.Y.TRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2540,QCQ1103489,8879678127,OL001/02674,18-May-12,HR55K3779,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2541,QCQ1204644,8879676813,OL001/02675,18-May-12,HR55J5721,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2542,QCQ1100445,8879442330,OL001/02676,18-May-12,HR55L4136,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2543,QCQ1305879,7718825412,OL001/02677,18-May-12,HR55J5304,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2544,QCQ1102582,8879613954,OL001/02678,18-May-12,KA41A2399,VRLLOGISTICSLTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2545,EEB1500070,7506928739,OL001/02679,18-May-12,HR55K9002,M.Y.TRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2546,QCQ1203822,8879678463,OL001/02680,19-May-12,NL01D5605,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2547,QCQ1100250,8879697958,OL001/02681,19-May-12,UK04CA9139,Chetak Supply Chain Private Limited,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2548,QCQ1204518,8879676917,OL001/02682,19-May-12,HR55M7628,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2549,QCQ1204603,8879676747,OL001/02683,19-May-12,HR55L7278,ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2550,QCQ1100042,8879460274,OL001/02684,19-May-12,HR55J5742,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2551,QCQ1101276,8879442727,OL001/02685,19-May-12,HR55N3792,CARGOMOTORSPVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2552,QCQ1204605,8879614276,OL001/02499,5-May-12,HR55N3014,CARGOMOTORSPVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2553,QCQ1101758,8879613117,OL001/02687,19-May-12,NL01D5151,BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2554,QCQ1103225,8879677845,OL001/02688,19-May-12,HR55F4562,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2555,QCQ1203873,8879678515,OL001/02689,19-May-12,HR55N3790,CARGOMOTORSPVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2556,QCQ1101905,8879613266,OL001/02690,19-May-12,HR55N1455,MERCURIOPALLIALOGISTICSPVTLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2557,QCQ1100553,8879442441,OL001/02691,19-May-12,MH15BJ5856,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2558,QCQ1305938,8879442860,OL001/02692,19-May-12,HR55L4137,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2559,QCQ1203820,8879678461,OL001/02693,19-May-12,HR55N8462,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2560,QCQ1103211,8879677831,OL001/02695,19-May-12,HR637149,MERCURIOPALLIALOGISTICSPVTLTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2561,QCQ1203805,8879678446,OL001/02696,19-May-12,HR55N9582,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2562,QCQ1102609,8879613981,OL001/02697,19-May-12,HR55L4132,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2563,QCQ1203710,8879678350,OL001/02698,19-May-12,HR55M6333,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2564,QCQ1203775,8879678416,OL001/02699,19-May-12,HR55K2698,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,P,P,R,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,7,2,0,22,0,22,NO,
2565,QCQ1203597,8879678236,OL001/02700,19-May-12,HR55H8413,ESHANNLOGISTICS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2566,QCQ1103398,8879678035,OL001/02701,19-May-12,HR55E4938,KATARIALOGITRANS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2567,QCQ1204134,8879678880,OL001/02702,19-May-12,HR55L3257,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2568,QCQ1203806,8879678447,OL001/02703,19-May-12,HR55J6813,MERCURIOPALLIALOGISTICSPVTLTD,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,26,5,0,0,0,0,YES,
2569,QCQ1101143,8879612493,OL001/02705,19-May-12,HR55K4668,ICM LOGISTICS PVT LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2570,QCQ1100247,8879460148,OL001/02706,19-May-12,HR55L4134,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2571,QCQ1100173,8879460226,OL001/02707,19-May-12,KA41A0707,VRLLOGISTICSLTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2572,QCQ1203621,8879678260,OL001/02708,19-May-12,KA41A1482,VRLLOGISTICSLTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2573,QCQ1100481,8879442367,OL001/02709,19-May-12,HR55P2119,MERCURIOPALLIALOGISTICSPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2574,QCQ1203839,8879678480,OL001/02710,19-May-12,NL01G5493,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2575,QCQ1100874,8879442765,OL001/02711,19-May-12,HR55J0505,AXISCARRIERSANDLOGISTICSPVT.LTD,R,R,R,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,3,0,0,28,0,28,NO,
2576,QCQ1203833,8879678474,OL001/02713,19-May-12,HR55E8540,AXISCARRIERSANDLOGISTICSPVT.LTD,P,P,P,R,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,3,0,0,26,26,NO,
2577,EEB1500375,7506933613,OL001/02714,20-May-12,HR55K1806,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2578,QCQ1103195,8879618847,OL001/02715,20-May-12,HR55J5623,Chetak International Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2579,QCQ1101594,8879612951,OL001/02716,20-May-12,HR55L4683,AHMEDABADROADWAYSAHMEDABAD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2580,QCQ1101724,8879613082,OL001/02717,21-May-12,NL01G4204,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2581,QCQ1101421,8879612775,OL001/02718,21-May-12,RJ14GD4212,PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2582,QCQ1203910,8879678552,OL001/02719,21-May-12,HR55K2253,Chetak Cargo private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2583,QCQ1100485,8879442371,OL001/02720,21-May-12,HR55M7620,Chetak Supply Chain Private Limited,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2584,QCQ1103028,8879614406,OL001/02721,21-May-12,NL01K4773,KISHORETRANSPORT,P,P,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,1,30,0,0,0,0,YES,
2585,QCQ1102881,8879614257,OL001/02722,21-May-12,MH06AQ273,AXISCARRIERSANDLOGISTICSPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2586,QCQ1203867,8879678509,OL001/02723,21-May-12,NL07A5008,VINODROADLINESPVTLTD,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
2587,QCQ1204400,8451823062,OL001/02724,21-May-12,KA01B820,KATARIALOGITRANS,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,31,31,YES,DEVICE REMOVED BY CUSTOMER
2588,QCQ1203887,8879678529,OL001/02725,21-May-12,RJ09GA6702,KATARIALOGITRANS,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2589,QCQ1203781,8879678422,OL001/02726,21-May-12,MH18M6128,KISHORETRANSPORT,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,31,0,0,0,0,YES,
2590,QCQ1100195,8879460248,OL001/02727,21-May-12,HR55B4830,TVS RHR FINISHED VEHILCES LOGISTICS,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,UM,0,0,31,0,0,0,YES,
2591,QCQ1103415,8879678052,OL001/02728,21-May-12,NL01K3633,JAINEXPARIVAHAN,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2592,QCQ1203637,8879678276,OL001/02729,21-May-12,NL01K6744,KISHORETRANSPORT,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,31,0,0,0,0,0,YES,
2593,QCQ1204385,8879690385,OL001/02730,21-May-12,RJ14GD8699,K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,1,0,0,0,0,YES,
